freq,psd_x,psd_y,psd_z,psd_xyz
47.0,201211.6,20121.2,10060.6,221332.8
47.1,197955.5,19795.5,9897.8,217751.0
47.2,194775.4,19477.5,9738.8,214253.0
47.3,191669.6,19167.0,9583.5,210836.5
47.4,188636.1,18863.6,9431.8,207499.7
47.5,185673.0,18567.3,9283.7,204240.3
47.6,182778.7,18277.9,9138.9,201056.6
47.7,179951.5,17995.1,8997.6,197946.6
47.8,177189.5,17718.9,8859.5,194908.4
47.9,174491.1,17449.1,8724.6,191940.3
48.0,171854.9,17185.5,8592.7,189040.4
48.1,169279.2,16927.9,8464.0,186207.1
48.2,166762.5,16676.2,8338.1,183438.7
48.3,164303.3,16430.3,8215.2,180733.6
48.4,161900.3,16190.0,8095.0,178090.3
48.5,159551.9,15955.2,7977.6,175507.1
48.6,157257.0,15725.7,7862.9,172982.7
48.7,155014.1,15501.4,7750.7,170515.6
48.8,152822.1,15282.2,7641.1,168104.3
48.9,150679.6,15068.0,7534.0,165747.6
49.0,148585.5,14858.6,7429.3,163444.1
49.1,146538.6,14653.9,7326.9,161192.5
49.2,144537.8,14453.8,7226.9,158991.6
49.3,142581.9,14258.2,7129.1,156840.1
49.4,140670.0,14067.0,7033.5,154737.0
49.5,138801.0,13880.1,6940.1,152681.1
49.6,136973.9,13697.4,6848.7,150671.3
49.7,135187.7,13518.8,6759.4,148706.4
49.8,133441.4,13344.1,6672.1,146785.6
49.9,131734.3,13173.4,6586.7,144907.7
50.0,130065.3,13006.5,6503.3,143071.9
50.1,128433.7,12843.4,6421.7,141277.1
50.2,126838.5,12683.9,6341.9,139522.4
50.3,125279.1,12527.9,6264.0,137807.0
50.4,123754.6,12375.5,6187.7,136130.0
50.5,122264.2,12226.4,6113.2,134490.7
50.6,120807.3,12080.7,6040.4,132888.1
50.7,119383.1,11938.3,5969.2,131321.4
50.8,117991.0,11799.1,5899.5,129790.1
50.9,116630.3,11663.0,5831.5,128293.3
51.0,115300.3,11530.0,5765.0,126830.3
51.1,114000.4,11400.0,5700.0,125400.4
51.2,112730.1,11273.0,5636.5,124003.1
51.3,111488.7,11148.9,5574.4,122637.6
51.4,110275.7,11027.6,5513.8,121303.3
51.5,109090.6,10909.1,5454.5,119999.7
51.6,107932.9,10793.3,5396.6,118726.1
51.7,106802.0,10680.2,5340.1,117482.2
51.8,105697.4,10569.7,5284.9,116267.2
51.9,104618.8,10461.9,5230.9,115080.7
52.0,103565.6,10356.6,5178.3,113922.2
52.1,102537.5,10253.8,5126.9,112791.3
52.2,101534.0,10153.4,5076.7,111687.4
52.3,100554.7,10055.5,5027.7,110610.2
52.4,99599.3,9959.9,4980.0,109559.2
52.5,98667.4,9866.7,4933.4,108534.1
52.6,97758.6,9775.9,4887.9,107534.4
52.7,96872.6,9687.3,4843.6,106559.8
52.8,96009.1,9600.9,4800.5,105610.0
52.9,95167.8,9516.8,4758.4,104684.6
53.0,94348.5,9434.8,4717.4,103783.3
53.1,93550.8,9355.1,4677.5,102905.9
53.2,92774.5,9277.4,4638.7,102051.9
53.3,92019.3,9201.9,4601.0,101221.3
53.4,91285.1,9128.5,4564.3,100413.6
53.5,90571.6,9057.2,4528.6,99628.8
53.6,89878.7,8987.9,4493.9,98866.5
53.7,89206.0,8920.6,4460.3,98126.7
53.8,88553.6,8855.4,4427.7,97409.0
53.9,87921.2,8792.1,4396.1,96713.4
54.0,87308.8,8730.9,4365.4,96039.6
54.1,86716.1,8671.6,4335.8,95387.7
54.2,86143.0,8614.3,4307.2,94757.3
54.3,85589.6,8559.0,4279.5,94148.5
54.4,85055.6,8505.6,4252.8,93561.2
54.5,84541.2,8454.1,4227.1,92995.3
54.6,84046.1,8404.6,4202.3,92450.7
54.7,83570.4,8357.0,4178.5,91927.4
54.8,83114.0,8311.4,4155.7,91425.4
54.9,82677.0,8267.7,4133.9,90944.7
55.0,82259.5,8225.9,4113.0,90485.4
55.1,81861.3,8186.1,4093.1,90047.4
55.2,81482.6,8148.3,4074.1,89630.9
55.3,81123.5,8112.3,4056.2,89235.8
55.4,80784.0,8078.4,4039.2,88862.4
55.5,80464.2,8046.4,4023.2,88510.6
55.6,80164.3,8016.4,4008.2,88180.8
55.7,79884.5,7988.4,3994.2,87872.9
55.8,79624.8,7962.5,3981.2,87587.3
55.9,79385.6,7938.6,3969.3,87324.1
56.0,79166.9,7916.7,3958.3,87083.6
56.1,78969.1,7896.9,3948.5,86866.0
56.2,78792.3,7879.2,3939.6,86671.5
56.3,78636.9,7863.7,3931.8,86500.6
56.4,78503.1,7850.3,3925.2,86353.4
56.5,78391.4,7839.1,3919.6,86230.5
56.6,78302.0,7830.2,3915.1,86132.2
56.7,78235.3,7823.5,3911.8,86058.9
56.8,78191.8,7819.2,3909.6,86011.0
56.9,78171.9,7817.2,3908.6,85989.1
57.0,78176.1,7817.6,3908.8,85993.7
57.1,78204.8,7820.5,3910.2,86025.3
57.2,78258.7,7825.9,3912.9,86084.5
57.3,78338.2,7833.8,3916.9,86172.0
57.4,78444.1,7844.4,3922.2,86288.5
57.5,78576.9,7857.7,3928.8,86434.6
57.6,78737.4,7873.7,3936.9,86611.2
57.7,78926.3,7892.6,3946.3,86819.0
57.8,79144.4,7914.4,3957.2,87058.9
57.9,79392.5,7939.3,3969.6,87331.8
58.0,79671.5,7967.2,3983.6,87638.7
58.1,79982.3,7998.2,3999.1,87980.5
58.2,80325.9,8032.6,4016.3,88358.5
58.3,80703.3,8070.3,4035.2,88773.7
58.4,81115.7,8111.6,4055.8,89227.3
58.5,81564.1,8156.4,4078.2,89720.5
58.6,82049.8,8205.0,4102.5,90254.8
58.7,82574.2,8257.4,4128.7,90831.6
58.8,83138.4,8313.8,4156.9,91452.2
58.9,83744.0,8374.4,4187.2,92118.4
59.0,84392.5,8439.2,4219.6,92831.7
59.1,85085.4,8508.5,4254.3,93593.9
59.2,85824.3,8582.4,4291.2,94406.8
59.3,86611.1,8661.1,4330.6,95272.2
59.4,87447.6,8744.8,4372.4,96192.3
59.5,88335.6,8833.6,4416.8,97169.1
59.6,89277.1,8927.7,4463.9,98204.8
59.7,90274.3,9027.4,4513.7,99301.7
59.8,91329.3,9132.9,4566.5,100462.2
59.9,92444.4,9244.4,4622.2,101688.8
60.0,93622.0,9362.2,4681.1,102984.2
60.1,94864.5,9486.4,4743.2,104350.9
60.2,96174.5,9617.5,4808.7,105792.0
60.3,97554.7,9755.5,4877.7,107310.1
60.4,99007.7,9900.8,4950.4,108908.4
60.5,100536.4,10053.6,5026.8,110590.0
60.6,102143.6,10214.4,5107.2,112358.0
60.7,103832.4,10383.2,5191.6,114215.7
60.8,105605.7,10560.6,5280.3,116166.3
60.9,107466.6,10746.7,5373.3,118213.2
61.0,109418.0,10941.8,5470.9,120359.8
61.1,111463.1,11146.3,5573.2,122609.4
61.2,113604.9,11360.5,5680.2,124965.4
61.3,115846.3,11584.6,5792.3,127430.9
61.4,118190.1,11819.0,5909.5,130009.1
61.5,120639.0,12063.9,6031.9,132702.9
61.6,123195.5,12319.5,6159.8,135515.0
61.7,125861.8,12586.2,6293.1,138447.9
61.8,128639.7,12864.0,6432.0,141503.7
61.9,131530.7,13153.1,6576.5,144683.8
62.0,134535.8,13453.6,6726.8,147989.3
62.1,137655.1,13765.5,6882.8,151420.6
62.2,140888.2,14088.8,7044.4,154977.1
62.3,144233.9,14423.4,7211.7,158657.3
62.4,147689.7,14769.0,7384.5,162458.7
62.5,151252.2,15125.2,7562.6,166377.4
62.6,154916.6,15491.7,7745.8,170408.2
62.7,158676.4,15867.6,7933.8,174544.1
62.8,162523.8,16252.4,8126.2,178776.2
62.9,166448.8,16644.9,8322.4,183093.7
63.0,170439.6,17044.0,8522.0,187483.5
63.1,174482.1,17448.2,8724.1,191930.3
63.2,178560.1,17856.0,8928.0,196416.1
63.3,182654.6,18265.5,9132.7,200920.1
63.4,186744.5,18674.5,9337.2,205419.0
63.5,190806.1,19080.6,9540.3,209886.7
63.6,194813.2,19481.3,9740.7,214294.5
63.7,198737.3,19873.7,9936.9,218611.1
63.8,202548.0,20254.8,10127.4,222802.8
63.9,206213.0,20621.3,10310.6,226834.3
64.0,209698.6,20969.9,10484.9,230668.5
64.1,212970.7,21297.1,10648.5,234267.8
64.2,215994.7,21599.5,10799.7,237594.1
64.3,218736.5,21873.7,10936.8,240610.2
64.4,221163.7,22116.4,11058.2,243280.1
64.5,223245.7,22324.6,11162.3,245570.2
64.6,224954.9,22495.5,11247.7,247450.4
64.7,226267.7,22626.8,11313.4,248894.4
64.8,227164.6,22716.5,11358.2,249881.0
64.9,227631.3,22763.1,11381.6,250394.5
65.0,227659.2,22765.9,11383.0,250425.1
65.1,227245.2,22724.5,11362.3,249969.7
65.2,226392.2,22639.2,11319.6,249031.5
65.3,225109.0,22510.9,11255.5,247619.9
65.4,223409.8,22341.0,11170.5,245750.8
65.5,221313.8,22131.4,11065.7,243445.2
65.6,218844.9,21884.5,10942.2,240729.3
65.7,216030.3,21603.0,10801.5,237633.4
65.8,212900.7,21290.1,10645.0,234190.8
65.9,209488.5,20948.9,10474.4,230437.4
66.0,205827.7,20582.8,10291.4,226410.5
66.1,201952.6,20195.3,10097.6,222147.9
66.2,197897.7,19789.8,9894.9,217687.4
66.3,193696.3,19369.6,9684.8,213065.9
66.4,189380.7,18938.1,9469.0,208318.8
66.5,184981.3,18498.1,9249.1,203479.4
66.6,180526.5,18052.7,9026.3,198579.2
66.7,176042.4,17604.2,8802.1,193646.7
66.8,171552.7,17155.3,8577.6,188708.0
66.9,167078.6,16707.9,8353.9,183786.4
67.0,162638.7,16263.9,8131.9,178902.6
67.1,158249.3,15824.9,7912.5,174074.3
67.2,153924.5,15392.4,7696.2,169316.9
67.3,149676.0,14967.6,7483.8,164643.6
67.4,145513.6,14551.4,7275.7,160065.0
67.5,141445.3,14144.5,7072.3,155589.8
67.6,137477.3,13747.7,6873.9,151225.0
67.7,133614.4,13361.4,6680.7,146975.8
67.8,129860.0,12986.0,6493.0,142846.0
67.9,126216.4,12621.6,6310.8,138838.0
68.0,122684.8,12268.5,6134.2,134953.3
68.1,119265.7,11926.6,5963.3,131192.3
68.2,115958.7,11595.9,5797.9,127554.6
68.3,112762.8,11276.3,5638.1,124039.1
68.4,109676.4,10967.6,5483.8,120644.1
68.5,106697.8,10669.8,5334.9,117367.5
68.6,103824.5,10382.4,5191.2,114206.9
68.7,101054.0,10105.4,5052.7,111159.4
68.8,98383.7,9838.4,4919.2,108222.0
68.9,95810.5,9581.0,4790.5,105391.5
69.0,93331.5,9333.1,4666.6,102664.6
69.1,90943.5,9094.4,4547.2,100037.9
69.2,88643.5,8864.4,4432.2,97507.9
69.3,86428.4,8642.8,4321.4,95071.2
69.4,84294.9,8429.5,4214.7,92724.4
69.5,82240.1,8224.0,4112.0,90464.1
69.6,80260.9,8026.1,4013.0,88287.0
69.7,78354.3,7835.4,3917.7,86189.7
69.8,76517.4,7651.7,3825.9,84169.2
69.9,74747.5,7474.7,3737.4,82222.2
70.0,73041.7,7304.2,3652.1,80345.9
70.1,71397.5,7139.8,3569.9,78537.3
70.2,69812.3,6981.2,3490.6,76793.5
70.3,68283.6,6828.4,3414.2,75111.9
70.4,66809.0,6680.9,3340.5,73489.9
70.5,65386.4,6538.6,3269.3,71925.0
70.6,64013.4,6401.3,3200.7,70414.8
70.7,62688.1,6268.8,3134.4,68956.9
70.8,61408.3,6140.8,3070.4,67549.1
70.9,60172.2,6017.2,3008.6,66189.4
71.0,58977.9,5897.8,2948.9,64875.7
71.1,57823.8,5782.4,2891.2,63606.1
71.2,56708.0,5670.8,2835.4,62378.8
71.3,55629.0,5562.9,2781.4,61191.9
71.4,54585.3,5458.5,2729.3,60043.8
71.5,53575.3,5357.5,2678.8,58932.9
71.6,52597.8,5259.8,2629.9,57857.6
71.7,51651.4,5165.1,2582.6,56816.5
71.8,50734.7,5073.5,2536.7,55808.2
71.9,49846.6,4984.7,2492.3,54831.3
72.0,48986.0,4898.6,2449.3,53884.6
72.1,48151.7,4815.2,2407.6,52966.8
72.2,47342.6,4734.3,2367.1,52076.9
72.3,46557.8,4655.8,2327.9,51213.6
72.4,45796.3,4579.6,2289.8,50375.9
72.5,45057.2,4505.7,2252.9,49562.9
72.6,44339.6,4434.0,2217.0,48773.6
72.7,43642.7,4364.3,2182.1,48007.0
72.8,42965.7,4296.6,2148.3,47262.2
72.9,42307.8,4230.8,2115.4,46538.5
73.0,41668.2,4166.8,2083.4,45835.1
73.1,41046.4,4104.6,2052.3,45151.1
73.2,40441.7,4044.2,2022.1,44485.8
73.3,39853.3,3985.3,1992.7,43838.6
73.4,39280.7,3928.1,1964.0,43208.8
73.5,38723.4,3872.3,1936.2,42595.7
73.6,38180.7,3818.1,1909.0,41998.8
73.7,37652.2,3765.2,1882.6,41417.4
73.8,37137.3,3713.7,1856.9,40851.0
73.9,36635.5,3663.6,1831.8,40299.1
74.0,36146.4,3614.6,1807.3,39761.1
74.1,35669.6,3567.0,1783.5,39236.6
74.2,35204.6,3520.5,1760.2,38725.1
74.3,34751.0,3475.1,1737.6,38226.1
74.4,34308.4,3430.8,1715.4,37739.3
74.5,33876.5,3387.6,1693.8,37264.1
74.6,33454.8,3345.5,1672.7,36800.3
74.7,33043.2,3304.3,1652.2,36347.5
74.8,32641.1,3264.1,1632.1,35905.2
74.9,32248.3,3224.8,1612.4,35473.1
75.0,31864.5,3186.5,1593.2,35051.0
75.1,31489.4,3148.9,1574.5,34638.4
75.2,31122.8,3112.3,1556.1,34235.0
75.3,30764.3,3076.4,1538.2,33840.7
75.4,30413.7,3041.4,1520.7,33455.0
75.5,30070.7,3007.1,1503.5,33077.8
75.6,29735.2,2973.5,1486.8,32708.7
75.7,29406.9,2940.7,1470.3,32347.6
75.8,29085.5,2908.6,1454.3,31994.1
75.9,28770.9,2877.1,1438.5,31648.0
76.0,28462.8,2846.3,1423.1,31309.1
76.1,28161.1,2816.1,1408.1,30977.2
76.2,27865.6,2786.6,1393.3,30652.1
76.3,27576.0,2757.6,1378.8,30333.6
76.4,27292.3,2729.2,1364.6,30021.5
76.5,27014.2,2701.4,1350.7,29715.6
76.6,26741.6,2674.2,1337.1,29415.7
76.7,26474.3,2647.4,1323.7,29121.7
76.8,26212.1,2621.2,1310.6,28833.4
76.9,25955.0,2595.5,1297.8,28550.6
77.0,25702.8,2570.3,1285.1,28273.1
77.1,25455.4,2545.5,1272.8,28000.9
77.2,25212.6,2521.3,1260.6,27733.8
77.3,24974.2,2497.4,1248.7,27471.7
77.4,24740.3,2474.0,1237.0,27214.3
77.5,24510.6,2451.1,1225.5,26961.6
77.6,24285.0,2428.5,1214.3,26713.5
77.7,24063.5,2406.4,1203.2,26469.9
77.8,23845.9,2384.6,1192.3,26230.5
77.9,23632.2,2363.2,1181.6,25995.4
78.0,23422.1,2342.2,1171.1,25764.3
78.1,23215.7,2321.6,1160.8,25537.3
78.2,23012.9,2301.3,1150.6,25314.2
78.3,22813.5,2281.3,1140.7,25094.8
78.4,22617.4,2261.7,1130.9,24879.2
78.5,22424.7,2242.5,1121.2,24667.1
78.6,22235.1,2223.5,1111.8,24458.6
78.7,22048.7,2204.9,1102.4,24253.5
78.8,21865.3,2186.5,1093.3,24051.8
78.9,21684.8,2168.5,1084.2,23853.3
79.0,21507.3,2150.7,1075.4,23658.1
79.1,21332.6,2133.3,1066.6,23465.9
79.2,21160.7,2116.1,1058.0,23276.8
79.3,20991.5,2099.1,1049.6,23090.6
79.4,20824.9,2082.5,1041.2,22907.4
79.5,20660.9,2066.1,1033.0,22727.0
79.6,20499.4,2049.9,1025.0,22549.3
79.7,20340.4,2034.0,1017.0,22374.4
79.8,20183.7,2018.4,1009.2,22202.1
79.9,20029.4,2002.9,1001.5,22032.4
80.0,19877.5,1987.7,993.9,21865.2
80.1,19727.7,1972.8,986.4,21700.5
80.2,19580.2,1958.0,979.0,21538.2
80.3,19434.8,1943.5,971.7,21378.3
80.4,19291.5,1929.1,964.6,21220.6
80.5,19150.3,1915.0,957.5,21065.3
80.6,19011.0,1901.1,950.6,20912.1
80.7,18873.8,1887.4,943.7,20761.2
80.8,18738.5,1873.8,936.9,20612.3
80.9,18605.0,1860.5,930.3,20465.5
81.0,18473.4,1847.3,923.7,20320.8
81.1,18343.7,1834.4,917.2,20178.0
81.2,18215.7,1821.6,910.8,20037.2
81.3,18089.4,1808.9,904.5,19898.3
81.4,17964.8,1796.5,898.2,19761.3
81.5,17841.9,1784.2,892.1,19626.1
81.6,17720.7,1772.1,886.0,19492.7
81.7,17601.0,1760.1,880.0,19361.1
81.8,17482.9,1748.3,874.1,19231.2
81.9,17366.3,1736.6,868.3,19103.0
82.0,17251.3,1725.1,862.6,18976.4
82.1,17137.7,1713.8,856.9,18851.5
82.2,17025.6,1702.6,851.3,18728.2
82.3,16914.9,1691.5,845.7,18606.4
82.4,16805.6,1680.6,840.3,18486.2
82.5,16697.7,1669.8,834.9,18367.5
82.6,16591.1,1659.1,829.6,18250.2
82.7,16485.9,1648.6,824.3,18134.4
82.8,16381.9,1638.2,819.1,18020.1
82.9,16279.2,1627.9,814.0,17907.1
83.0,16177.7,1617.8,808.9,17795.5
83.1,16077.5,1607.8,803.9,17685.3
83.2,15978.5,1597.8,798.9,17576.3
83.3,15880.6,1588.1,794.0,17468.7
83.4,15784.0,1578.4,789.2,17362.4
83.5,15688.4,1568.8,784.4,17257.3
83.6,15594.0,1559.4,779.7,17153.4
83.7,15500.7,1550.1,775.0,17050.7
83.8,15408.4,1540.8,770.4,16949.3
83.9,15317.2,1531.7,765.9,16849.0
84.0,15227.1,1522.7,761.4,16749.8
84.1,15138.0,1513.8,756.9,16651.8
84.2,15049.9,1505.0,752.5,16554.9
84.3,14962.8,1496.3,748.1,16459.0
84.4,14876.6,1487.7,743.8,16364.3
84.5,14791.4,1479.1,739.6,16270.6
84.6,14707.2,1470.7,735.4,16177.9
84.7,14623.9,1462.4,731.2,16086.3
84.8,14541.5,1454.1,727.1,15995.6
84.9,14460.0,1446.0,723.0,15906.0
85.0,14379.3,1437.9,719.0,15817.3
85.1,14299.6,1430.0,715.0,15729.5
85.2,14220.7,1422.1,711.0,15642.8
85.3,14142.6,1414.3,707.1,15556.9
85.4,14065.4,1406.5,703.3,15471.9
85.5,13989.0,1398.9,699.4,15387.9
85.6,13913.3,1391.3,695.7,15304.7
85.7,13838.5,1383.9,691.9,15222.4
85.8,13764.4,1376.4,688.2,15140.9
85.9,13691.2,1369.1,684.6,15060.3
86.0,13618.6,1361.9,680.9,14980.5
86.1,13546.8,1354.7,677.3,14901.5
86.2,13475.7,1347.6,673.8,14823.3
86.3,13405.4,1340.5,670.3,14745.9
86.4,13335.7,1333.6,666.8,14669.3
86.5,13266.8,1326.7,663.3,14593.5
86.6,13198.5,1319.9,659.9,14518.4
86.7,13130.9,1313.1,656.5,14444.0
86.8,13064.0,1306.4,653.2,14370.4
86.9,12997.8,1299.8,649.9,14297.5
87.0,12932.1,1293.2,646.6,14225.4
87.1,12867.2,1286.7,643.4,14153.9
87.2,12802.8,1280.3,640.1,14083.1
87.3,12739.1,1273.9,637.0,14013.0
87.4,12676.0,1267.6,633.8,13943.6
87.5,12613.5,1261.3,630.7,13874.8
87.6,12551.5,1255.2,627.6,13806.7
87.7,12490.2,1249.0,624.5,13739.2
87.8,12429.4,1242.9,621.5,13672.4
87.9,12369.3,1236.9,618.5,13606.2
88.0,12309.6,1231.0,615.5,13540.6
88.1,12250.6,1225.1,612.5,13475.6
88.2,12192.0,1219.2,609.6,13411.2
88.3,12134.0,1213.4,606.7,13347.4
88.4,12076.6,1207.7,603.8,13284.2
88.5,12019.6,1202.0,601.0,13221.6
88.6,11963.2,1196.3,598.2,13159.5
88.7,11907.3,1190.7,595.4,13098.0
88.8,11851.9,1185.2,592.6,13037.1
88.9,11797.0,1179.7,589.8,12976.7
89.0,11742.6,1174.3,587.1,12916.8
89.1,11688.6,1168.9,584.4,12857.5
89.2,11635.2,1163.5,581.8,12798.7
89.3,11582.2,1158.2,579.1,12740.4
89.4,11529.7,1153.0,576.5,12682.6
89.5,11477.6,1147.8,573.9,12625.4
89.6,11426.0,1142.6,571.3,12568.6
89.7,11374.8,1137.5,568.7,12512.3
89.8,11324.1,1132.4,566.2,12456.5
89.9,11273.8,1127.4,563.7,12401.2
90.0,11224.0,1122.4,561.2,12346.4
90.1,11174.6,1117.5,558.7,12292.0
90.2,11125.5,1112.6,556.3,12238.1
90.3,11077.0,1107.7,553.8,12184.7
90.4,11028.8,1102.9,551.4,12131.6
90.5,10981.0,1098.1,549.0,12079.1
90.6,10933.6,1093.4,546.7,12027.0
90.7,10886.6,1088.7,544.3,11975.3
90.8,10840.0,1084.0,542.0,11924.0
90.9,10793.8,1079.4,539.7,11873.2
91.0,10748.0,1074.8,537.4,11822.8
91.1,10702.5,1070.3,535.1,11772.8
91.2,10657.5,1065.7,532.9,11723.2
91.3,10612.7,1061.3,530.6,11674.0
91.4,10568.4,1056.8,528.4,11625.2
91.5,10524.4,1052.4,526.2,11576.8
91.6,10480.8,1048.1,524.0,11528.8
91.7,10437.5,1043.7,521.9,11481.2
91.8,10394.5,1039.5,519.7,11434.0
91.9,10351.9,1035.2,517.6,11387.1
92.0,10309.7,1031.0,515.5,11340.6
92.1,10267.7,1026.8,513.4,11294.5
92.2,10226.1,1022.6,511.3,11248.7
92.3,10184.9,1018.5,509.2,11203.3
92.4,10143.9,1014.4,507.2,11158.3
92.5,10103.3,1010.3,505.2,11113.6
92.6,10063.0,1006.3,503.1,11069.3
92.7,10023.0,1002.3,501.1,11025.3
92.8,9983.3,998.3,499.2,10981.6
92.9,9943.9,994.4,497.2,10938.3
93.0,9904.8,990.5,495.2,10895.3
93.1,9866.0,986.6,493.3,10852.6
93.2,9827.5,982.8,491.4,10810.3
93.3,9789.3,978.9,489.5,10768.2
93.4,9751.4,975.1,487.6,10726.5
93.5,9713.8,971.4,485.7,10685.2
93.6,9676.4,967.6,483.8,10644.1
93.7,9639.4,963.9,482.0,10603.3
93.8,9602.6,960.3,480.1,10562.8
93.9,9566.1,956.6,478.3,10522.7
94.0,9529.8,953.0,476.5,10482.8
94.1,9493.9,949.4,474.7,10443.2
94.2,9458.2,945.8,472.9,10404.0
94.3,9422.7,942.3,471.1,10365.0
